ent,sex,year,mes,saltrim
Chihuahua,Mujer,2007,9,35530.793
Ciudad de México,Mujer,2007,9,29230.57
Durango,Mujer,2007,9,23952.186
Guanajuato,Mujer,2007,9,22734.129
Guerrero,Mujer,2007,9,19871.309
Hidalgo,Mujer,2007,9,27929.855
Jalisco,Mujer,2007,9,26901.504
México,Mujer,2007,9,24769.711
Michoacán de Ocampo,Mujer,2007,9,23335.877
Morelos,Mujer,2007,9,19869.682
Nayarit,Mujer,2007,9,24105.08
Nuevo León,Mujer,2007,9,29062.795
Oaxaca,Mujer,2007,9,21124.42
Puebla,Mujer,2007,9,22037.43
Querétaro,Mujer,2007,9,26261.666
Quintana Roo,Mujer,2007,9,29735.643
San Luis Potosí,Mujer,2007,9,25471.375
Sinaloa,Mujer,2007,9,29017.498
Sonora,Mujer,2007,9,28667.072
Tabasco,Mujer,2007,9,28950.434
Tamaulipas,Mujer,2007,9,26777.277
Tlaxcala,Mujer,2007,9,18265.604
Veracruz de Ignacio de la Llave,Mujer,2007,9,22522.707
Yucatán,Mujer,2007,9,19483.639
Zacatecas,Mujer,2007,9,26296.834
Aguascalientes,Mujer,2007,12,24477.785
Baja California,Mujer,2007,12,32213.484
Baja California Sur,Mujer,2007,12,32110.469
Campeche,Mujer,2007,12,21382.283
Coahuila de Zaragoza,Mujer,2007,12,24613.568
Colima,Mujer,2007,12,25706.967
Chiapas,Mujer,2007,12,20376.543
Chihuahua,Mujer,2007,12,31207.609
Ciudad de México,Mujer,2007,12,28177.441
Durango,Mujer,2007,12,23440.102
Guanajuato,Mujer,2007,12,21534.982
Guerrero,Mujer,2007,12,19211.514
Hidalgo,Mujer,2007,12,25698.887
Jalisco,Mujer,2007,12,26899.055
México,Mujer,2007,12,23246.564
Michoacán de Ocampo,Mujer,2007,12,24935.361
Morelos,Mujer,2007,12,19935.107
Nayarit,Mujer,2007,12,23895.912
Nuevo León,Mujer,2007,12,28772.234
Oaxaca,Mujer,2007,12,20670.963
Puebla,Mujer,2007,12,21026.816
Querétaro,Mujer,2007,12,25273.137
Quintana Roo,Mujer,2007,12,28235.416
San Luis Potosí,Mujer,2007,12,25444.785
Sinaloa,Mujer,2007,12,28410.025
Sonora,Mujer,2007,12,27595.422
Tabasco,Mujer,2007,12,27659.111
Tamaulipas,Mujer,2007,12,25043.955
Tlaxcala,Mujer,2007,12,18720.719
Veracruz de Ignacio de la Llave,Mujer,2007,12,21968.375
Yucatán,Mujer,2007,12,19278.359
Zacatecas,Mujer,2007,12,25035.107
Aguascalientes,Mujer,2008,3,24681.975
Baja California,Mujer,2008,3,31305.711
Baja California Sur,Mujer,2008,3,34384.723
Campeche,Mujer,2008,3,21457.234
Coahuila de Zaragoza,Mujer,2008,3,24862.773
Colima,Mujer,2008,3,25384.959
Chiapas,Mujer,2008,3,20741.178
Chihuahua,Mujer,2008,3,33016.824
Ciudad de México,Mujer,2008,3,28345.078
Durango,Mujer,2008,3,22262.32
Guanajuato,Mujer,2008,3,22340.668
Guerrero,Mujer,2008,3,19834.361
Hidalgo,Mujer,2008,3,24533.832
Jalisco,Mujer,2008,3,27101.133
México,Mujer,2008,3,23208.834
Michoacán de Ocampo,Mujer,2008,3,24121.982
Morelos,Mujer,2008,3,19639.813
Nayarit,Mujer,2008,3,24205.941
Nuevo León,Mujer,2008,3,28838.129
Oaxaca,Mujer,2008,3,21022.412
Puebla,Mujer,2008,3,20475.957
Querétaro,Mujer,2008,3,25633.135
Quintana Roo,Mujer,2008,3,27650.211
San Luis Potosí,Mujer,2008,3,23750.695
Sinaloa,Mujer,2008,3,27327.143
Sonora,Mujer,2008,3,26342.197
Tabasco,Mujer,2008,3,28199.719
Tamaulipas,Mujer,2008,3,24040.785
Tlaxcala,Mujer,2008,3,18122.533
Veracruz de Ignacio de la Llave,Mujer,2008,3,22110.967
Yucatán,Mujer,2008,3,19025.057
Zacatecas,Mujer,2008,3,24818.848
Aguascalientes,Mujer,2008,6,24771.805
Baja California,Mujer,2008,6,30353.418
Baja California Sur,Mujer,2008,6,32752.949
Campeche,Mujer,2008,6,22399.9
Coahuila de Zaragoza,Mujer,2008,6,24154.037
Colima,Mujer,2008,6,25856.014
Chiapas,Mujer,2008,6,20672.258
Chihuahua,Mujer,2008,6,28244.193
Ciudad de México,Mujer,2008,6,27469.182
Durango,Mujer,2008,6,23605.18
Guanajuato,Mujer,2008,6,21470.207
Guerrero,Mujer,2008,6,20920.803
Hidalgo,Mujer,2008,6,24498.943
Jalisco,Mujer,2008,6,25646.643
México,Mujer,2008,6,23611.02
Michoacán de Ocampo,Mujer,2008,6,25595.504
Morelos,Mujer,2008,6,19187.172
Nayarit,Mujer,2008,6,24577.486
Nuevo León,Mujer,2008,6,28194.828
Oaxaca,Mujer,2008,6,21476.58
Puebla,Mujer,2008,6,20340.586
Querétaro,Mujer,2008,6,26706.68
Quintana Roo,Mujer,2008,6,28388.416
San Luis Potosí,Mujer,2008,6,24813.451
Sinaloa,Mujer,2008,6,27990.857
Sonora,Mujer,2008,6,27807.961
Tabasco,Mujer,2008,6,28217.447
Tamaulipas,Mujer,2008,6,24512.447
Tlaxcala,Mujer,2008,6,17927.102
Veracruz de Ignacio de la Llave,Mujer,2008,6,21745.707
Yucatán,Mujer,2008,6,18836.252
Zacatecas,Mujer,2008,6,24152.012
Aguascalientes,Mujer,2008,9,24915.783
Baja California,Mujer,2008,9,30051.074
Baja California Sur,Mujer,2008,9,29724.021
Campeche,Mujer,2008,9,21086.689
Coahuila de Zaragoza,Mujer,2008,9,25236.303
Colima,Mujer,2008,9,25385.949
Chiapas,Mujer,2008,9,20881.881
Chihuahua,Mujer,2008,9,27808.492
Ciudad de México,Mujer,2008,9,27879.033
Durango,Mujer,2008,9,23544.105
Guanajuato,Mujer,2008,9,20428.783
Guerrero,Mujer,2008,9,19845.496
Hidalgo,Mujer,2008,9,24866.873
Jalisco,Mujer,2008,9,25086.291
México,Mujer,2008,9,22702.846
Michoacán de Ocampo,Mujer,2008,9,24244.207
Morelos,Mujer,2008,9,19987.256
Nayarit,Mujer,2008,9,24611.283
Nuevo León,Mujer,2008,9,28070.646
Oaxaca,Mujer,2008,9,21288.488
Puebla,Mujer,2008,9,20651.195
Querétaro,Mujer,2008,9,25051.242
Quintana Roo,Mujer,2008,9,28493.246
San Luis Potosí,Mujer,2008,9,25035.596
Sinaloa,Mujer,2008,9,27707.205
Sonora,Mujer,2008,9,28520.053
Tabasco,Mujer,2008,9,28292.906
Tamaulipas,Mujer,2008,9,25168.602
Tlaxcala,Mujer,2008,9,20138.555
Veracruz de Ignacio de la Llave,Mujer,2008,9,21584.668
Yucatán,Mujer,2008,9,18269.578
Zacatecas,Mujer,2008,9,24765.434
Aguascalientes,Mujer,2008,12,23027.441
Baja California,Mujer,2008,12,27488.363
Baja California Sur,Mujer,2008,12,30021.811
Campeche,Mujer,2008,12,20147.24
Coahuila de Zaragoza,Mujer,2008,12,23098.359
Colima,Mujer,2008,12,24328.049
Chiapas,Mujer,2008,12,21744.545
Chihuahua,Mujer,2008,12,27283.654
Ciudad de México,Mujer,2008,12,27845.93
Durango,Mujer,2008,12,21322.943
Guanajuato,Mujer,2008,12,19847.875
Guerrero,Mujer,2008,12,19845.947
Hidalgo,Mujer,2008,12,22379.906
Jalisco,Mujer,2008,12,24588.037
México,Mujer,2008,12,21991.432
Michoacán de Ocampo,Mujer,2008,12,23420.83
Morelos,Mujer,2008,12,19499.752
Nayarit,Mujer,2008,12,23569.76
Nuevo León,Mujer,2008,12,27361.73
Oaxaca,Mujer,2008,12,20385.725
Puebla,Mujer,2008,12,21785.135
Querétaro,Mujer,2008,12,25108.83
Quintana Roo,Mujer,2008,12,24677.264
San Luis Potosí,Mujer,2008,12,23668.074
Sinaloa,Mujer,2008,12,25902.033
Sonora,Mujer,2008,12,26522.244
Tabasco,Mujer,2008,12,27175.785
Tamaulipas,Mujer,2008,12,23283.412
Tlaxcala,Mujer,2008,12,16926.572
Veracruz de Ignacio de la Llave,Mujer,2008,12,21243.502
Yucatán,Mujer,2008,12,18257.908
Zacatecas,Mujer,2008,12,22786.848
Aguascalientes,Mujer,2009,3,22867.781
Baja California,Mujer,2009,3,27512.127
Baja California Sur,Mujer,2009,3,29085.533
Campeche,Mujer,2009,3,20585.561
Coahuila de Zaragoza,Mujer,2009,3,22753.061
Colima,Mujer,2009,3,24279.887
Chiapas,Mujer,2009,3,20796.838
Chihuahua,Mujer,2009,3,27060.445
Ciudad de México,Mujer,2009,3,26705.439
Durango,Mujer,2009,3,22574.857
Guanajuato,Mujer,2009,3,20566.85
Guerrero,Mujer,2009,3,19551.785
Hidalgo,Mujer,2009,3,22657.508
Jalisco,Mujer,2009,3,22991.723
México,Mujer,2009,3,22602.072
Michoacán de Ocampo,Mujer,2009,3,22901.26
Morelos,Mujer,2009,3,19852.627
Nayarit,Mujer,2009,3,23042.605
Nuevo León,Mujer,2009,3,25666.594
Oaxaca,Mujer,2009,3,20012.234
Puebla,Mujer,2009,3,19074.068
Querétaro,Mujer,2009,3,24012.621
Quintana Roo,Mujer,2009,3,27104.037
San Luis Potosí,Mujer,2009,3,22601.195
Sinaloa,Mujer,2009,3,26789.766
Sonora,Mujer,2009,3,26279.58
Tabasco,Mujer,2009,3,25681.164
Tamaulipas,Mujer,2009,3,23524.461
Tlaxcala,Mujer,2009,3,17347.17
Veracruz de Ignacio de la Llave,Mujer,2009,3,20714.912
Yucatán,Mujer,2009,3,18748.311
Zacatecas,Mujer,2009,3,23545.561
Aguascalientes,Mujer,2009,6,22712.357
Baja California,Mujer,2009,6,29206.445
Baja California Sur,Mujer,2009,6,29884.83
Campeche,Mujer,2009,6,21800.711
Coahuila de Zaragoza,Mujer,2009,6,23404.322
Colima,Mujer,2009,6,24556.303
Chiapas,Mujer,2009,6,20622.951
Chihuahua,Mujer,2009,6,27232.623
Ciudad de México,Mujer,2009,6,27882.26
Durango,Mujer,2009,6,22725.74
Guanajuato,Mujer,2009,6,19604.918
Guerrero,Mujer,2009,6,19474.631
Hidalgo,Mujer,2009,6,24720.635
Jalisco,Mujer,2009,6,23591.078
México,Mujer,2009,6,22576.574
Michoacán de Ocampo,Mujer,2009,6,22844.486
Morelos,Mujer,2009,6,18606.645
Nayarit,Mujer,2009,6,23472.26
Nuevo León,Mujer,2009,6,27305.254
Oaxaca,Mujer,2009,6,19302.193
Puebla,Mujer,2009,6,19226.229
Querétaro,Mujer,2009,6,24160.428
Quintana Roo,Mujer,2009,6,25669.393
San Luis Potosí,Mujer,2009,6,23144.654
Sinaloa,Mujer,2009,6,25527.842
Sonora,Mujer,2009,6,26724.506
Tabasco,Mujer,2009,6,27499.893
Tamaulipas,Mujer,2009,6,23660.109
Tlaxcala,Mujer,2009,6,17144.471
Veracruz de Ignacio de la Llave,Mujer,2009,6,21922.408
Yucatán,Mujer,2009,6,17922.367
Zacatecas,Mujer,2009,6,23508.533
Aguascalientes,Mujer,2009,9,22871.953
Baja California,Mujer,2009,9,25470.662
Baja California Sur,Mujer,2009,9,29560.631
Campeche,Mujer,2009,9,20100.096
Coahuila de Zaragoza,Mujer,2009,9,23125.875
Colima,Mujer,2009,9,23979.711
Chiapas,Mujer,2009,9,19633.156
Chihuahua,Mujer,2009,9,28048.838
Ciudad de México,Mujer,2009,9,26314.998
Durango,Mujer,2009,9,21060.482
Guanajuato,Mujer,2009,9,20194.941
Guerrero,Mujer,2009,9,19685.797
Hidalgo,Mujer,2009,9,23797.646
Jalisco,Mujer,2009,9,22908.789
México,Mujer,2009,9,22214.307
Michoacán de Ocampo,Mujer,2009,9,22729.273
Morelos,Mujer,2009,9,18751.668
Nayarit,Mujer,2009,9,23228.604
Nuevo León,Mujer,2009,9,25265.461
Oaxaca,Mujer,2009,9,19632.609
Puebla,Mujer,2009,9,18401.904
Querétaro,Mujer,2009,9,21976.861
Quintana Roo,Mujer,2009,9,25516.727
San Luis Potosí,Mujer,2009,9,22725.863
Sinaloa,Mujer,2009,9,25896.91
Sonora,Mujer,2009,9,27934.414
Tabasco,Mujer,2009,9,25506.078
Tamaulipas,Mujer,2009,9,23612.773
Tlaxcala,Mujer,2009,9,16997.336
Veracruz de Ignacio de la Llave,Mujer,2009,9,20953.281
Yucatán,Mujer,2009,9,18066.973
Zacatecas,Mujer,2009,9,24027.486
Aguascalientes,Mujer,2009,12,21005.529
Baja California,Mujer,2009,12,24964.174
Baja California Sur,Mujer,2009,12,28814.744
Campeche,Mujer,2009,12,20576.664
Coahuila de Zaragoza,Mujer,2009,12,22730.025
Colima,Mujer,2009,12,22788.928
Chiapas,Mujer,2009,12,19698.885
Chihuahua,Mujer,2009,12,24779.693
Ciudad de México,Mujer,2009,12,25826.313
Durango,Mujer,2009,12,20680.561
Guanajuato,Mujer,2009,12,19191.137
Guerrero,Mujer,2009,12,18742.744
Hidalgo,Mujer,2009,12,23086.295
Jalisco,Mujer,2009,12,22068.506
México,Mujer,2009,12,21229.885
Michoacán de Ocampo,Mujer,2009,12,23564.578
Morelos,Mujer,2009,12,19762.922
Nayarit,Mujer,2009,12,22507.107
Nuevo León,Mujer,2009,12,25463.125
Oaxaca,Mujer,2009,12,19983.41
Puebla,Mujer,2009,12,17708.48
Querétaro,Mujer,2009,12,22751.17
Quintana Roo,Mujer,2009,12,24582.217
San Luis Potosí,Mujer,2009,12,21236.383
Sinaloa,Mujer,2009,12,24575.197
Sonora,Mujer,2009,12,24288.941
Tabasco,Mujer,2009,12,26555.811
Tamaulipas,Mujer,2009,12,22720.156
Tlaxcala,Mujer,2009,12,16744.25
Veracruz de Ignacio de la Llave,Mujer,2009,12,19527.307
Yucatán,Mujer,2009,12,17666.268
Zacatecas,Mujer,2009,12,23613.795
Aguascalientes,Mujer,2010,3,22062.756
Baja California,Mujer,2010,3,27323.756
Baja California Sur,Mujer,2010,3,26927.291
Campeche,Mujer,2010,3,20971.947
Coahuila de Zaragoza,Mujer,2010,3,22729.16
Colima,Mujer,2010,3,23461.768
Chiapas,Mujer,2010,3,19786.326
Chihuahua,Mujer,2010,3,26512.908
Ciudad de México,Mujer,2010,3,25505.215
Durango,Mujer,2010,3,20423.559
Guanajuato,Mujer,2010,3,19155.949
Guerrero,Mujer,2010,3,18787.619
Hidalgo,Mujer,2010,3,21912.035
Jalisco,Mujer,2010,3,22925.965
México,Mujer,2010,3,20391.994
Michoacán de Ocampo,Mujer,2010,3,22651.713
Morelos,Mujer,2010,3,17801.896
Nayarit,Mujer,2010,3,22469.746
Nuevo León,Mujer,2010,3,25857.125
Oaxaca,Mujer,2010,3,18719.957
Puebla,Mujer,2010,3,18657.5
Querétaro,Mujer,2010,3,21940.318
Quintana Roo,Mujer,2010,3,25018.154
San Luis Potosí,Mujer,2010,3,21593.057
Sinaloa,Mujer,2010,3,25093.424
Sonora,Mujer,2010,3,25482.113
Tabasco,Mujer,2010,3,23477.764
Tamaulipas,Mujer,2010,3,22541.342
Tlaxcala,Mujer,2010,3,17202.957
Veracruz de Ignacio de la Llave,Mujer,2010,3,20115.082
Yucatán,Mujer,2010,3,17203.656
Zacatecas,Mujer,2010,3,22004.436
Aguascalientes,Mujer,2010,6,20759.777
Baja California,Mujer,2010,6,25709.326
Baja California Sur,Mujer,2010,6,27345.037
Campeche,Mujer,2010,6,21482.389
Coahuila de Zaragoza,Mujer,2010,6,22489.947
Colima,Mujer,2010,6,23295.086
Chiapas,Mujer,2010,6,20098.707
Chihuahua,Mujer,2010,6,25608.156
Ciudad de México,Mujer,2010,6,27125.039
Durango,Mujer,2010,6,20626.479
Guanajuato,Mujer,2010,6,19441.189
Guerrero,Mujer,2010,6,18220.771
Hidalgo,Mujer,2010,6,22902.039
Jalisco,Mujer,2010,6,23491.395
México,Mujer,2010,6,21609.475
Michoacán de Ocampo,Mujer,2010,6,22813.205
Morelos,Mujer,2010,6,18900.262
Nayarit,Mujer,2010,6,22680.58
Nuevo León,Mujer,2010,6,26324.004
Oaxaca,Mujer,2010,6,20021.719
Puebla,Mujer,2010,6,19144.66
Querétaro,Mujer,2010,6,23504.871
Quintana Roo,Mujer,2010,6,25735.791
San Luis Potosí,Mujer,2010,6,22316.934
Sinaloa,Mujer,2010,6,26042.717
Sonora,Mujer,2010,6,25155.766
Tabasco,Mujer,2010,6,24682.641
Tamaulipas,Mujer,2010,6,22508.615
Tlaxcala,Mujer,2010,6,16891.463
Veracruz de Ignacio de la Llave,Mujer,2010,6,20630.359
Yucatán,Mujer,2010,6,17674.418
Zacatecas,Mujer,2010,6,22713.803
Aguascalientes,Mujer,2010,9,21755.303
Baja California,Mujer,2010,9,26265.662
Baja California Sur,Mujer,2010,9,27877.412
Campeche,Mujer,2010,9,20570.281
Coahuila de Zaragoza,Mujer,2010,9,23322.082
Colima,Mujer,2010,9,22605.842
Chiapas,Mujer,2010,9,21388.586
Chihuahua,Mujer,2010,9,25058.9
Ciudad de México,Mujer,2010,9,26267.875
Durango,Mujer,2010,9,21307.715
Guanajuato,Mujer,2010,9,19714.518
Guerrero,Mujer,2010,9,18747.947
Hidalgo,Mujer,2010,9,22705.74
Jalisco,Mujer,2010,9,23394.148
México,Mujer,2010,9,21095.92
Michoacán de Ocampo,Mujer,2010,9,24217.602
Morelos,Mujer,2010,9,18266.057
Nayarit,Mujer,2010,9,22620.916
Nuevo León,Mujer,2010,9,25741.619
Oaxaca,Mujer,2010,9,19988.428
Puebla,Mujer,2010,9,19251.223
Querétaro,Mujer,2010,9,22651.363
Quintana Roo,Mujer,2010,9,25046.141
San Luis Potosí,Mujer,2010,9,23793.834
Sinaloa,Mujer,2010,9,26460.242
Sonora,Mujer,2010,9,26609.779
Tabasco,Mujer,2010,9,24197.857
Tamaulipas,Mujer,2010,9,21364.48
Tlaxcala,Mujer,2010,9,16519.451
Veracruz de Ignacio de la Llave,Mujer,2010,9,21177.332
Yucatán,Mujer,2010,9,18305.865
Zacatecas,Mujer,2010,9,23490.352
Aguascalientes,Mujer,2010,12,20922.906
Baja California,Mujer,2010,12,25958.35
Baja California Sur,Mujer,2010,12,28540.549
Campeche,Mujer,2010,12,21131.197
Coahuila de Zaragoza,Mujer,2010,12,21484.967
Colima,Mujer,2010,12,22234.34
Chiapas,Mujer,2010,12,20700.344
Chihuahua,Mujer,2010,12,23201.43
Ciudad de México,Mujer,2010,12,24871.299
Durango,Mujer,2010,12,20258.535
Guanajuato,Mujer,2010,12,19898.469
Guerrero,Mujer,2010,12,18253.402
Hidalgo,Mujer,2010,12,22520.52
Jalisco,Mujer,2010,12,21630.434
México,Mujer,2010,12,21037.766
Michoacán de Ocampo,Mujer,2010,12,24295.34
Morelos,Mujer,2010,12,18570.508
Nayarit,Mujer,2010,12,22379.9
Nuevo León,Mujer,2010,12,25061.752
Oaxaca,Mujer,2010,12,20277.363
Puebla,Mujer,2010,12,18595.908
Querétaro,Mujer,2010,12,22606.775
Quintana Roo,Mujer,2010,12,23178.139
San Luis Potosí,Mujer,2010,12,20871.557
Sinaloa,Mujer,2010,12,25116.035
Sonora,Mujer,2010,12,24833.979
Tabasco,Mujer,2010,12,24528.832
Tamaulipas,Mujer,2010,12,20900.516
Tlaxcala,Mujer,2010,12,16906.061
Veracruz de Ignacio de la Llave,Mujer,2010,12,20583.303
Yucatán,Mujer,2010,12,18719.895
Zacatecas,Mujer,2010,12,22549.869
Aguascalientes,Mujer,2011,3,21741.07
Baja California,Mujer,2011,3,26884.004
Baja California Sur,Mujer,2011,3,26649.699
Campeche,Mujer,2011,3,21736.316
Coahuila de Zaragoza,Mujer,2011,3,22872.445
Colima,Mujer,2011,3,22468.002
Chiapas,Mujer,2011,3,20027.875
Chihuahua,Mujer,2011,3,23600.842
Ciudad de México,Mujer,2011,3,24800.51
Durango,Mujer,2011,3,20357.389
Guanajuato,Mujer,2011,3,19027.342
Guerrero,Mujer,2011,3,18042.313
Hidalgo,Mujer,2011,3,23080.41
Jalisco,Mujer,2011,3,22981.789
México,Mujer,2011,3,21937.646
Michoacán de Ocampo,Mujer,2011,3,22745.342
Morelos,Mujer,2011,3,18126.344
Nayarit,Mujer,2011,3,22998.307
Nuevo León,Mujer,2011,3,25887.801
Oaxaca,Mujer,2011,3,19584.221
Puebla,Mujer,2011,3,18870.373
Querétaro,Mujer,2011,3,21369.049
Quintana Roo,Mujer,2011,3,25113.891
San Luis Potosí,Mujer,2011,3,20345.883
Sinaloa,Mujer,2011,3,25778.074
Sonora,Mujer,2011,3,23979.713
Tabasco,Mujer,2011,3,23582.039
Tamaulipas,Mujer,2011,3,22196.043
Tlaxcala,Mujer,2011,3,17411.246
Veracruz de Ignacio de la Llave,Mujer,2011,3,21733.186
Yucatán,Mujer,2011,3,18225.166
Zacatecas,Mujer,2011,3,22342.275
Aguascalientes,Mujer,2011,6,22784.723
Baja California,Mujer,2011,6,26218.9
Baja California Sur,Mujer,2011,6,29804.031
Campeche,Mujer,2011,6,21474.068
Coahuila de Zaragoza,Mujer,2011,6,22083.936
Colima,Mujer,2011,6,23013.596
Chiapas,Mujer,2011,6,20562.268
Chihuahua,Mujer,2011,6,23004.682
Ciudad de México,Mujer,2011,6,25704.127
Durango,Mujer,2011,6,20649.818
Guanajuato,Mujer,2011,6,19844.668
Guerrero,Mujer,2011,6,17861.381
Hidalgo,Mujer,2011,6,23325.691
Jalisco,Mujer,2011,6,23026.023
México,Mujer,2011,6,22169.273
Michoacán de Ocampo,Mujer,2011,6,22622.357
Morelos,Mujer,2011,6,18350.266
Nayarit,Mujer,2011,6,22876.658
Nuevo León,Mujer,2011,6,25107.672
Oaxaca,Mujer,2011,6,19665.602
Puebla,Mujer,2011,6,20159.568
Querétaro,Mujer,2011,6,24207.566
Quintana Roo,Mujer,2011,6,26348.451
San Luis Potosí,Mujer,2011,6,20961.264
Sinaloa,Mujer,2011,6,26051.67
Sonora,Mujer,2011,6,24205.148
Tabasco,Mujer,2011,6,24134.201
Tamaulipas,Mujer,2011,6,19386.197
Tlaxcala,Mujer,2011,6,17596.623
Veracruz de Ignacio de la Llave,Mujer,2011,6,20664.607
Yucatán,Mujer,2011,6,18939.826
Zacatecas,Mujer,2011,6,22993.979
Aguascalientes,Mujer,2011,9,22875.451
Baja California,Mujer,2011,9,25492.871
Baja California Sur,Mujer,2011,9,29307.043
Campeche,Mujer,2011,9,21961.42
Coahuila de Zaragoza,Mujer,2011,9,21668.795
Colima,Mujer,2011,9,21944.6
Chiapas,Mujer,2011,9,20862.357
Chihuahua,Mujer,2011,9,26972.441
Ciudad de México,Mujer,2011,9,26255.822
Durango,Mujer,2011,9,20046.053
Guanajuato,Mujer,2011,9,19722.488
Guerrero,Mujer,2011,9,18586.117
Hidalgo,Mujer,2011,9,23047.93
Jalisco,Mujer,2011,9,22519.389
México,Mujer,2011,9,22565.311
Michoacán de Ocampo,Mujer,2011,9,22742.838
Morelos,Mujer,2011,9,19534.172
Nayarit,Mujer,2011,9,23398.906
Nuevo León,Mujer,2011,9,24718.791
Oaxaca,Mujer,2011,9,19825.914
Puebla,Mujer,2011,9,19483.324
Querétaro,Mujer,2011,9,22349.406
Quintana Roo,Mujer,2011,9,24847.965
San Luis Potosí,Mujer,2011,9,21863.977
Sinaloa,Mujer,2011,9,25019.164
Sonora,Mujer,2011,9,23389.9
Tabasco,Mujer,2011,9,24005.719
Tamaulipas,Mujer,2011,9,19903.381
Tlaxcala,Mujer,2011,9,17217.844
Veracruz de Ignacio de la Llave,Mujer,2011,9,20547.891
Yucatán,Mujer,2011,9,18069.984
Zacatecas,Mujer,2011,9,24397.699
Aguascalientes,Mujer,2011,12,20138.141
Baja California,Mujer,2011,12,24690.131
Baja California Sur,Mujer,2011,12,28505.102
Campeche,Mujer,2011,12,21482.158
Coahuila de Zaragoza,Mujer,2011,12,21396.768
Colima,Mujer,2011,12,21733.465
Chiapas,Mujer,2011,12,20138.918
Chihuahua,Mujer,2011,12,26539.697
Ciudad de México,Mujer,2011,12,26093.875
Durango,Mujer,2011,12,18491.797
Guanajuato,Mujer,2011,12,18664.205
Guerrero,Mujer,2011,12,16637.547
Hidalgo,Mujer,2011,12,23643.746
Jalisco,Mujer,2011,12,21916.375
México,Mujer,2011,12,21057.521
Michoacán de Ocampo,Mujer,2011,12,22398.4
Morelos,Mujer,2011,12,17395.197
Nayarit,Mujer,2011,12,22335.01
Nuevo León,Mujer,2011,12,22968.955
Oaxaca,Mujer,2011,12,18794.756
Puebla,Mujer,2011,12,19175.342
Querétaro,Mujer,2011,12,21805.059
Quintana Roo,Mujer,2011,12,23322.387
San Luis Potosí,Mujer,2011,12,20741.717
Sinaloa,Mujer,2011,12,24655.871
Sonora,Mujer,2011,12,23627.277
Tabasco,Mujer,2011,12,23418.773
Tamaulipas,Mujer,2011,12,19177.688
Tlaxcala,Mujer,2011,12,16512.871
Veracruz de Ignacio de la Llave,Mujer,2011,12,19435.84
Yucatán,Mujer,2011,12,17279.289
Zacatecas,Mujer,2011,12,22782.014
Aguascalientes,Mujer,2012,3,21551.002
Baja California,Mujer,2012,3,25220.805
Baja California Sur,Mujer,2012,3,27790.078
Campeche,Mujer,2012,3,21499.912
Coahuila de Zaragoza,Mujer,2012,3,22096.182
Colima,Mujer,2012,3,22801.477
Chiapas,Mujer,2012,3,20408.223
Chihuahua,Mujer,2012,3,25981.338
Ciudad de México,Mujer,2012,3,25304.299
Durango,Mujer,2012,3,19145.693
Guanajuato,Mujer,2012,3,19609.32
Guerrero,Mujer,2012,3,17000.67
Hidalgo,Mujer,2012,3,22565.328
Jalisco,Mujer,2012,3,22193.977
México,Mujer,2012,3,21599.848
Michoacán de Ocampo,Mujer,2012,3,22237.332
Morelos,Mujer,2012,3,18229.592
Nayarit,Mujer,2012,3,22695.717
Nuevo León,Mujer,2012,3,23105.6
Oaxaca,Mujer,2012,3,19532.672
Puebla,Mujer,2012,3,19850.17
Querétaro,Mujer,2012,3,22572.346
Quintana Roo,Mujer,2012,3,25615.219
San Luis Potosí,Mujer,2012,3,21306.83
Sinaloa,Mujer,2012,3,24614.035
Sonora,Mujer,2012,3,24584.691
Tabasco,Mujer,2012,3,24280.93
Tamaulipas,Mujer,2012,3,19237.506
Tlaxcala,Mujer,2012,3,16371.281
Veracruz de Ignacio de la Llave,Mujer,2012,3,19691.488
Yucatán,Mujer,2012,3,17191.307
Zacatecas,Mujer,2012,3,24708.793
Aguascalientes,Mujer,2012,6,20515.895
Baja California,Mujer,2012,6,25073.189
Baja California Sur,Mujer,2012,6,28912.617
Campeche,Mujer,2012,6,22587.311
Coahuila de Zaragoza,Mujer,2012,6,22558.059
Colima,Mujer,2012,6,22498.98
Chiapas,Mujer,2012,6,20302.926
Chihuahua,Mujer,2012,6,25997.41
Ciudad de México,Mujer,2012,6,26695.732
Durango,Mujer,2012,6,19986.117
Guanajuato,Mujer,2012,6,19215.629
Guerrero,Mujer,2012,6,17029.617
Hidalgo,Mujer,2012,6,22952.299
Jalisco,Mujer,2012,6,22820.023
México,Mujer,2012,6,20592.799
Michoacán de Ocampo,Mujer,2012,6,21855.707
Morelos,Mujer,2012,6,18990.531
Nayarit,Mujer,2012,6,22295.469
Nuevo León,Mujer,2012,6,23203.463
Oaxaca,Mujer,2012,6,20141.105
Puebla,Mujer,2012,6,19189.389
Querétaro,Mujer,2012,6,22547.764
Quintana Roo,Mujer,2012,6,24944.416
San Luis Potosí,Mujer,2012,6,20508.039
Sinaloa,Mujer,2012,6,23992.213
Sonora,Mujer,2012,6,24153.111
Tabasco,Mujer,2012,6,24772.086
Tamaulipas,Mujer,2012,6,19803.906
Tlaxcala,Mujer,2012,6,16496.461
Veracruz de Ignacio de la Llave,Mujer,2012,6,19649.816
Yucatán,Mujer,2012,6,17312.029
Zacatecas,Mujer,2012,6,22356.674
Aguascalientes,Mujer,2012,9,20448.486
