mun,year,gap,clave,nivel,ent
17,2016,0.37062573,17,4th quartile,Morelos
18,2016,0.16356564,17,3rd quartile,Morelos
19,2016,0.42551136,17,4th quartile,Morelos
20,2016,0.26952338,17,4th quartile,Morelos
21,2016,0.091840506,17,3rd quartile,Morelos
22,2016,-0.01925683,17,2nd quartile,Morelos
24,2016,0.17959714,17,3rd quartile,Morelos
25,2016,0.017610788,17,2nd quartile,Morelos
27,2016,0.11018372,17,3rd quartile,Morelos
28,2016,0.075158358,17,2nd quartile,Morelos
29,2016,0.14667106,17,3rd quartile,Morelos
30,2016,0.18139243,17,3rd quartile,Morelos
31,2016,0.19261169,17,3rd quartile,Morelos
32,2016,0.36249828,17,4th quartile,Morelos
33,2016,0.065770149,17,2nd quartile,Morelos
1,2016,0.11799908,18,3rd quartile,Nayarit
2,2016,0.15761232,18,3rd quartile,Nayarit
3,2016,-0.47069883,18,1st quartile,Nayarit
4,2016,0.1952889,18,3rd quartile,Nayarit
5,2016,-0.33818889,18,1st quartile,Nayarit
6,2016,0.098485947,18,3rd quartile,Nayarit
7,2016,0.2341764,18,4th quartile,Nayarit
8,2016,0.15201926,18,3rd quartile,Nayarit
9,2016,0.68147945,18,4th quartile,Nayarit
10,2016,0.44224477,18,4th quartile,Nayarit
11,2016,0.17344189,18,3rd quartile,Nayarit
12,2016,0.23872113,18,4th quartile,Nayarit
13,2016,0.42431974,18,4th quartile,Nayarit
14,2016,0.050184727,18,2nd quartile,Nayarit
15,2016,-0.005643606,18,2nd quartile,Nayarit
16,2016,0.16899109,18,3rd quartile,Nayarit
17,2016,0.072530031,18,2nd quartile,Nayarit
18,2016,0.12796211,18,3rd quartile,Nayarit
19,2016,0.50469661,18,4th quartile,Nayarit
20,2016,0.14946032,18,3rd quartile,Nayarit
2,2016,-0.28312325,19,1st quartile,Nuevo Leon
4,2016,0.27482843,19,4th quartile,Nuevo Leon
5,2016,0.14558148,19,3rd quartile,Nuevo Leon
6,2016,0.15837097,19,3rd quartile,Nuevo Leon
7,2016,-0.71533668,19,1st quartile,Nuevo Leon
8,2016,-0.29124403,19,1st quartile,Nuevo Leon
9,2016,0.060723782,19,2nd quartile,Nuevo Leon
10,2016,0.79276085,19,4th quartile,Nuevo Leon
12,2016,0.012802839,19,2nd quartile,Nuevo Leon
13,2016,0.38304615,19,4th quartile,Nuevo Leon
18,2016,0.029269218,19,2nd quartile,Nuevo Leon
19,2016,0.075917721,19,2nd quartile,Nuevo Leon
21,2016,0.07051301,19,2nd quartile,Nuevo Leon
22,2016,1.2519362,19,4th quartile,Nuevo Leon
24,2016,-0.23360252,19,1st quartile,Nuevo Leon
25,2016,0.026134253,19,2nd quartile,Nuevo Leon
26,2016,0.083142996,19,3rd quartile,Nuevo Leon
30,2016,0.081341028,19,3rd quartile,Nuevo Leon
31,2016,0.12620974,19,3rd quartile,Nuevo Leon
33,2016,-0.15730119,19,1st quartile,Nuevo Leon
36,2016,-0.25951385,19,1st quartile,Nuevo Leon
38,2016,0.083741426,19,3rd quartile,Nuevo Leon
39,2016,-0.010300159,19,2nd quartile,Nuevo Leon
41,2016,0.21775484,19,4th quartile,Nuevo Leon
44,2016,-0.007559061,19,2nd quartile,Nuevo Leon
45,2016,0.15745854,19,3rd quartile,Nuevo Leon
46,2016,0.13441277,19,3rd quartile,Nuevo Leon
47,2016,0.11800861,19,3rd quartile,Nuevo Leon
48,2016,0.12135482,19,3rd quartile,Nuevo Leon
49,2016,0.28915024,19,4th quartile,Nuevo Leon
1,2016,NA,20,NA,Oaxaca
2,2016,-0.2165699,20,1st quartile,Oaxaca
5,2016,0.15666008,20,3rd quartile,Oaxaca
10,2016,0.14405346,20,3rd quartile,Oaxaca
13,2016,0.98788238,20,4th quartile,Oaxaca
14,2016,0.17227411,20,3rd quartile,Oaxaca
16,2016,0.88316309,20,4th quartile,Oaxaca
19,2016,NA,20,NA,Oaxaca
23,2016,0.43733621,20,4th quartile,Oaxaca
30,2016,0.095427752,20,3rd quartile,Oaxaca
31,2016,0.82427001,20,4th quartile,Oaxaca
34,2016,0.10008883,20,3rd quartile,Oaxaca
39,2016,-0.066122055,20,1st quartile,Oaxaca
40,2016,-0.27360344,20,1st quartile,Oaxaca
41,2016,0.46611571,20,4th quartile,Oaxaca
43,2016,0.21986461,20,4th quartile,Oaxaca
52,2016,-0.19118977,20,1st quartile,Oaxaca
59,2016,0.33813238,20,4th quartile,Oaxaca
67,2016,0.09307456,20,3rd quartile,Oaxaca
68,2016,0.074717283,20,2nd quartile,Oaxaca
72,2016,0.41773725,20,4th quartile,Oaxaca
78,2016,0.35485053,20,4th quartile,Oaxaca
79,2016,0.002464533,20,2nd quartile,Oaxaca
81,2016,0.61825228,20,4th quartile,Oaxaca
83,2016,0.067605495,20,2nd quartile,Oaxaca
87,2016,-0.073013544,20,1st quartile,Oaxaca
90,2016,-0.63726258,20,1st quartile,Oaxaca
91,2016,0.3930316,20,4th quartile,Oaxaca
107,2016,0.22284722,20,4th quartile,Oaxaca
115,2016,-0.042750359,20,2nd quartile,Oaxaca
130,2016,0.50428271,20,4th quartile,Oaxaca
131,2016,-0.12465191,20,1st quartile,Oaxaca
133,2016,-1.0353019,20,1st quartile,Oaxaca
134,2016,-0.022509813,20,2nd quartile,Oaxaca
140,2016,0.23094082,20,4th quartile,Oaxaca
141,2016,0.1345861,20,3rd quartile,Oaxaca
150,2016,0.33087826,20,4th quartile,Oaxaca
153,2016,0.30699182,20,4th quartile,Oaxaca
157,2016,-0.044237614,20,2nd quartile,Oaxaca
161,2016,0.79107451,20,4th quartile,Oaxaca
166,2016,1.1607499,20,4th quartile,Oaxaca
174,2016,0.33836365,20,4th quartile,Oaxaca
184,2016,-0.10114455,20,1st quartile,Oaxaca
185,2016,-0.14829516,20,1st quartile,Oaxaca
188,2016,1.5870081,20,4th quartile,Oaxaca
190,2016,-0.24688506,20,1st quartile,Oaxaca
198,2016,0.54686356,20,4th quartile,Oaxaca
225,2016,0.16652775,20,3rd quartile,Oaxaca
226,2016,0.93336296,20,4th quartile,Oaxaca
227,2016,0.13429904,20,3rd quartile,Oaxaca
234,2016,-0.85884905,20,1st quartile,Oaxaca
247,2016,0.14963531,20,3rd quartile,Oaxaca
248,2016,-0.4964962,20,1st quartile,Oaxaca
253,2016,-0.7153734,20,1st quartile,Oaxaca
265,2016,-0.077108622,20,1st quartile,Oaxaca
266,2016,-0.00227046,20,2nd quartile,Oaxaca
283,2016,0.78849554,20,4th quartile,Oaxaca
293,2016,0.30594492,20,4th quartile,Oaxaca
295,2016,0.075184345,20,2nd quartile,Oaxaca
310,2016,-0.05083847,20,1st quartile,Oaxaca
318,2016,-0.32740545,20,1st quartile,Oaxaca
324,2016,-0.16924238,20,1st quartile,Oaxaca
330,2016,-0.00024724,20,2nd quartile,Oaxaca
333,2016,-0.079130411,20,1st quartile,Oaxaca
334,2016,0.26811695,20,4th quartile,Oaxaca
344,2016,-0.95841062,20,1st quartile,Oaxaca
346,2016,0.30264664,20,4th quartile,Oaxaca
350,2016,-0.12232256,20,1st quartile,Oaxaca
356,2016,0.32883072,20,4th quartile,Oaxaca
359,2016,-0.028170824,20,2nd quartile,Oaxaca
367,2016,0.34461236,20,4th quartile,Oaxaca
375,2016,0.2644012,20,4th quartile,Oaxaca
378,2016,-0.2516067,20,1st quartile,Oaxaca
384,2016,0.58778214,20,4th quartile,Oaxaca
385,2016,0.076233149,20,2nd quartile,Oaxaca
390,2016,0.16624022,20,3rd quartile,Oaxaca
391,2016,1.3532984,20,4th quartile,Oaxaca
397,2016,-0.57346368,20,1st quartile,Oaxaca
398,2016,0.24774075,20,4th quartile,Oaxaca
399,2016,-0.021958113,20,2nd quartile,Oaxaca
401,2016,0.029554129,20,2nd quartile,Oaxaca
403,2016,-0.2918427,20,1st quartile,Oaxaca
406,2016,NA,20,NA,Oaxaca
409,2016,-0.011389971,20,2nd quartile,Oaxaca
413,2016,0.17370248,20,3rd quartile,Oaxaca
414,2016,-0.79385328,20,1st quartile,Oaxaca
418,2016,-0.077594757,20,1st quartile,Oaxaca
424,2016,0.27281296,20,4th quartile,Oaxaca
431,2016,-0.4407289,20,1st quartile,Oaxaca
439,2016,-1.448248,20,1st quartile,Oaxaca
441,2016,0.25354385,20,4th quartile,Oaxaca
446,2016,-0.55282569,20,1st quartile,Oaxaca
459,2016,-0.63709879,20,1st quartile,Oaxaca
466,2016,0.71444368,20,4th quartile,Oaxaca
467,2016,0.17420149,20,3rd quartile,Oaxaca
469,2016,0.15696216,20,3rd quartile,Oaxaca
470,2016,0.363352,20,4th quartile,Oaxaca
472,2016,-1.0146661,20,1st quartile,Oaxaca
475,2016,0.63693595,20,4th quartile,Oaxaca
482,2016,0.053692579,20,2nd quartile,Oaxaca
485,2016,-0.82307291,20,1st quartile,Oaxaca
496,2016,0.72132754,20,4th quartile,Oaxaca
505,2016,-0.000633001,20,2nd quartile,Oaxaca
506,2016,0.54430342,20,4th quartile,Oaxaca
507,2016,-1.6229836,20,1st quartile,Oaxaca
513,2016,0.1160872,20,3rd quartile,Oaxaca
515,2016,-0.023358107,20,2nd quartile,Oaxaca
519,2016,0.22596145,20,4th quartile,Oaxaca
520,2016,-0.53654027,20,1st quartile,Oaxaca
526,2016,0.37539601,20,4th quartile,Oaxaca
533,2016,0.67131162,20,4th quartile,Oaxaca
546,2016,0.19126201,20,3rd quartile,Oaxaca
549,2016,0.66348457,20,4th quartile,Oaxaca
551,2016,-0.18452072,20,1st quartile,Oaxaca
553,2016,-0.13010597,20,1st quartile,Oaxaca
557,2016,-0.024615288,20,2nd quartile,Oaxaca
559,2016,-1.283756,20,1st quartile,Oaxaca
1,2016,0.29977894,21,4th quartile,Puebla
5,2016,0.47192693,21,4th quartile,Puebla
13,2016,0.13977265,21,3rd quartile,Puebla
14,2016,-0.5019002,21,1st quartile,Puebla
15,2016,0.094279528,21,3rd quartile,Puebla
16,2016,-0.016687155,21,2nd quartile,Puebla
17,2016,-0.23103857,21,1st quartile,Puebla
19,2016,-0.13700175,21,1st quartile,Puebla
25,2016,0.46827769,21,4th quartile,Puebla
31,2016,-0.14302611,21,1st quartile,Puebla
34,2016,0.22324157,21,4th quartile,Puebla
36,2016,0.26843238,21,4th quartile,Puebla
41,2016,-0.12113023,21,1st quartile,Puebla
45,2016,0.16360855,21,3rd quartile,Puebla
48,2016,0.19643164,21,3rd quartile,Puebla
51,2016,0.01373744,21,2nd quartile,Puebla
53,2016,-0.044066668,21,2nd quartile,Puebla
63,2016,0.17508197,21,3rd quartile,Puebla
66,2016,0.079132795,21,2nd quartile,Puebla
69,2016,-0.035326958,21,2nd quartile,Puebla
71,2016,0.15057993,21,3rd quartile,Puebla
74,2016,-0.055681705,21,1st quartile,Puebla
75,2016,0.4012022,21,4th quartile,Puebla
76,2016,0.35047078,21,4th quartile,Puebla
77,2016,-0.26317215,21,1st quartile,Puebla
79,2016,0.43339133,21,4th quartile,Puebla
82,2016,-0.18555689,21,1st quartile,Puebla
85,2016,-0.17276907,21,1st quartile,Puebla
86,2016,0.085334539,21,3rd quartile,Puebla
90,2016,-0.22415781,21,1st quartile,Puebla
92,2016,0.31131768,21,4th quartile,Puebla
104,2016,0.50615644,21,4th quartile,Puebla
106,2016,0.19132137,21,3rd quartile,Puebla
110,2016,-0.19490528,21,1st quartile,Puebla
111,2016,-0.51547098,21,1st quartile,Puebla
114,2016,0.071457386,21,2nd quartile,Puebla
115,2016,0.17464781,21,3rd quartile,Puebla
119,2016,0.066209078,21,2nd quartile,Puebla
125,2016,0.052411556,21,2nd quartile,Puebla
126,2016,0.13374901,21,3rd quartile,Puebla
129,2016,0.065516472,21,2nd quartile,Puebla
132,2016,0.30219054,21,4th quartile,Puebla
134,2016,0.29150271,21,4th quartile,Puebla
136,2016,0.39540863,21,4th quartile,Puebla
137,2016,0.027364731,21,2nd quartile,Puebla
139,2016,-0.08810401,21,1st quartile,Puebla
140,2016,0.13165522,21,3rd quartile,Puebla
142,2016,0.063938379,21,2nd quartile,Puebla
144,2016,0.25081944,21,4th quartile,Puebla
150,2016,0.18615556,21,3rd quartile,Puebla
154,2016,0.1849072,21,3rd quartile,Puebla
156,2016,0.02182436,21,2nd quartile,Puebla
157,2016,0.42570591,21,4th quartile,Puebla
164,2016,0.3864944,21,4th quartile,Puebla
170,2016,0.10644627,21,3rd quartile,Puebla
172,2016,-0.50693822,21,1st quartile,Puebla
174,2016,-0.044796705,21,2nd quartile,Puebla
178,2016,0.02133441,21,2nd quartile,Puebla
180,2016,0.16898918,21,3rd quartile,Puebla
182,2016,0.10622478,21,3rd quartile,Puebla
186,2016,0.005531311,21,2nd quartile,Puebla
192,2016,0.25362468,21,4th quartile,Puebla
194,2016,0.12572384,21,3rd quartile,Puebla
197,2016,0.28518367,21,4th quartile,Puebla
202,2016,0.39333224,21,4th quartile,Puebla
203,2016,0.020342588,21,2nd quartile,Puebla
205,2016,0.22806668,21,4th quartile,Puebla
207,2016,-0.082130909,21,1st quartile,Puebla
208,2016,-0.032682419,21,2nd quartile,Puebla
213,2016,0.58128047,21,4th quartile,Puebla
217,2016,-0.28108764,21,1st quartile,Puebla
1,2016,0.33181596,22,4th quartile,Queretaro
2,2016,1.8372204,22,4th quartile,Queretaro
3,2016,0.072969675,22,2nd quartile,Queretaro
4,2016,0.58531165,22,4th quartile,Queretaro
5,2016,0.15644026,22,3rd quartile,Queretaro
6,2016,0.14643431,22,3rd quartile,Queretaro
7,2016,0.15962481,22,3rd quartile,Queretaro
8,2016,0.19023895,22,3rd quartile,Queretaro
9,2016,0.13395381,22,3rd quartile,Queretaro
10,2016,0.19622493,22,3rd quartile,Queretaro
11,2016,0.15290666,22,3rd quartile,Queretaro
12,2016,0.32136774,22,4th quartile,Queretaro
14,2016,0.087521315,22,3rd quartile,Queretaro
15,2016,0.23597717,22,4th quartile,Queretaro
16,2016,0.070295095,22,2nd quartile,Queretaro
17,2016,0.16991711,22,3rd quartile,Queretaro
18,2016,0.37128901,22,4th quartile,Queretaro
1,2016,0.13499284,23,3rd quartile,Quinta Roo
2,2016,-0.068395853,23,1st quartile,Quinta Roo
3,2016,0.28015351,23,4th quartile,Quinta Roo
4,2016,-0.19243073,23,1st quartile,Quinta Roo
5,2016,0.054590464,23,2nd quartile,Quinta Roo
6,2016,0.47723222,23,4th quartile,Quinta Roo
7,2016,0.065621376,23,2nd quartile,Quinta Roo
8,2016,0.006001234,23,2nd quartile,Quinta Roo
9,2016,0.22661209,23,4th quartile,Quinta Roo
10,2016,-0.35476065,23,1st quartile,Quinta Roo
1,2016,-0.14612842,24,1st quartile,San Luis Potosi
3,2016,0.26400876,24,4th quartile,San Luis Potosi
5,2016,0.23923659,24,4th quartile,San Luis Potosi
6,2016,-0.31044173,24,1st quartile,San Luis Potosi
10,2016,0.061887503,24,2nd quartile,San Luis Potosi
11,2016,0.10632801,24,3rd quartile,San Luis Potosi
12,2016,-0.22361541,24,1st quartile,San Luis Potosi
13,2016,-0.020993471,24,2nd quartile,San Luis Potosi
14,2016,0.48224092,24,4th quartile,San Luis Potosi
15,2016,-0.47959995,24,1st quartile,San Luis Potosi
18,2016,-0.52790594,24,1st quartile,San Luis Potosi
19,2016,0.066015005,24,2nd quartile,San Luis Potosi
20,2016,-0.083286285,24,1st quartile,San Luis Potosi
21,2016,0.18814468,24,3rd quartile,San Luis Potosi
22,2016,0.14314318,24,3rd quartile,San Luis Potosi
24,2016,0.037572384,24,2nd quartile,San Luis Potosi
25,2016,0.069219828,24,2nd quartile,San Luis Potosi
26,2016,-0.035330534,24,2nd quartile,San Luis Potosi
27,2016,-0.005314589,24,2nd quartile,San Luis Potosi
28,2016,0.079757929,24,2nd quartile,San Luis Potosi
29,2016,0.2165761,24,4th quartile,San Luis Potosi
32,2016,0.28986979,24,4th quartile,San Luis Potosi
35,2016,0.071883202,24,2nd quartile,San Luis Potosi
36,2016,-0.55755544,24,1st quartile,San Luis Potosi
37,2016,0.078405619,24,2nd quartile,San Luis Potosi
38,2016,-0.32408524,24,1st quartile,San Luis Potosi
39,2016,0.085731745,24,3rd quartile,San Luis Potosi
40,2016,-0.013788223,24,2nd quartile,San Luis Potosi
41,2016,0.007240295,24,2nd quartile,San Luis Potosi
42,2016,0.016443253,24,2nd quartile,San Luis Potosi
44,2016,0.31985593,24,4th quartile,San Luis Potosi
45,2016,-0.34734464,24,1st quartile,San Luis Potosi
47,2016,-0.38480401,24,1st quartile,San Luis Potosi
49,2016,-0.15585971,24,1st quartile,San Luis Potosi
50,2016,0.13704348,24,3rd quartile,San Luis Potosi
52,2016,-0.20666909,24,1st quartile,San Luis Potosi
53,2016,-0.2785635,24,1st quartile,San Luis Potosi
54,2016,-0.014051437,24,2nd quartile,San Luis Potosi
57,2016,-0.72101617,24,1st quartile,San Luis Potosi
58,2016,-0.033607483,24,2nd quartile,San Luis Potosi
1,2016,0.005209208,25,2nd quartile,Sinaloa
2,2016,0.21148372,25,3rd quartile,Sinaloa
3,2016,0.37270188,25,4th quartile,Sinaloa
4,2016,0.070041418,25,2nd quartile,Sinaloa
5,2016,0.097211123,25,3rd quartile,Sinaloa
6,2016,0.090681553,25,3rd quartile,Sinaloa
7,2016,0.15174127,25,3rd quartile,Sinaloa
8,2016,0.16400409,25,3rd quartile,Sinaloa
9,2016,-0.20544505,25,1st quartile,Sinaloa
10,2016,-0.024983406,25,2nd quartile,Sinaloa
11,2016,0.09250617,25,3rd quartile,Sinaloa
12,2016,0.10556293,25,3rd quartile,Sinaloa
13,2016,0.26105523,25,4th quartile,Sinaloa
14,2016,0.12828851,25,3rd quartile,Sinaloa
15,2016,0.00873971,25,2nd quartile,Sinaloa
16,2016,-0.021293879,25,2nd quartile,Sinaloa
17,2016,0.10270333,25,3rd quartile,Sinaloa
18,2016,0.12472892,25,3rd quartile,Sinaloa
2,2016,0.065155983,26,2nd quartile,Sonora
3,2016,-0.025141716,26,2nd quartile,Sonora
12,2016,0.25931954,26,4th quartile,Sonora
17,2016,0.082008123,26,3rd quartile,Sonora
18,2016,0.13267255,26,3rd quartile,Sonora
19,2016,0.14242816,26,3rd quartile,Sonora
25,2016,-0.12415552,26,1st quartile,Sonora
26,2016,-0.06978488,26,1st quartile,Sonora
29,2016,0.10544086,26,3rd quartile,Sonora
30,2016,0.070630789,26,2nd quartile,Sonora
33,2016,0.011757374,26,2nd quartile,Sonora
35,2016,-0.11952686,26,1st quartile,Sonora
36,2016,0.003941536,26,2nd quartile,Sonora
39,2016,-0.049012899,26,1st quartile,Sonora
41,2016,0.13110375,26,3rd quartile,Sonora
42,2016,-0.003330231,26,2nd quartile,Sonora
43,2016,0.072293043,26,2nd quartile,Sonora
48,2016,0.15360141,26,3rd quartile,Sonora
49,2016,-0.55645204,26,1st quartile,Sonora
52,2016,-0.022458315,26,2nd quartile,Sonora
55,2016,0.06248045,26,2nd quartile,Sonora
58,2016,0.29693222,26,4th quartile,Sonora
60,2016,-0.043407202,26,2nd quartile,Sonora
69,2016,0.051174402,26,2nd quartile,Sonora
71,2016,0.038298845,26,2nd quartile,Sonora
1,2016,-0.11135054,27,1st quartile,Tabasco
2,2016,0.039241791,27,2nd quartile,Tabasco
3,2016,-0.034349203,27,2nd quartile,Tabasco
4,2016,-0.055629969,27,1st quartile,Tabasco
5,2016,0.029808044,27,2nd quartile,Tabasco
6,2016,-0.021921158,27,2nd quartile,Tabasco
7,2016,-0.078108072,27,1st quartile,Tabasco
8,2016,-0.030521393,27,2nd quartile,Tabasco
9,2016,0.16516614,27,3rd quartile,Tabasco
10,2016,-0.013726234,27,2nd quartile,Tabasco
12,2016,0.06701827,27,2nd quartile,Tabasco
13,2016,-0.19354343,27,1st quartile,Tabasco
14,2016,-0.14172292,27,1st quartile,Tabasco
16,2016,0.31714058,27,4th quartile,Tabasco
17,2016,0.10801959,27,3rd quartile,Tabasco
2,2016,0.028512239,28,2nd quartile,Tamaulipas
3,2016,0.13973284,28,3rd quartile,Tamaulipas
4,2016,-0.12085176,28,1st quartile,Tamaulipas
5,2016,0.019937515,28,2nd quartile,Tamaulipas
9,2016,0.22302151,28,4th quartile,Tamaulipas
12,2016,0.20968676,28,3rd quartile,Tamaulipas
13,2016,-0.003963471,28,2nd quartile,Tamaulipas
15,2016,-0.061175108,28,1st quartile,Tamaulipas
16,2016,0.11775351,28,3rd quartile,Tamaulipas
17,2016,-0.56795478,28,1st quartile,Tamaulipas
19,2016,-0.23017478,28,1st quartile,Tamaulipas
21,2016,0.14609432,28,3rd quartile,Tamaulipas
22,2016,0.085141659,28,3rd quartile,Tamaulipas
25,2016,-0.40347767,28,1st quartile,Tamaulipas
26,2016,0.31061721,28,4th quartile,Tamaulipas
27,2016,0.031969786,28,2nd quartile,Tamaulipas
30,2016,-0.17725325,28,1st quartile,Tamaulipas
32,2016,0.16975737,28,3rd quartile,Tamaulipas
33,2016,0.16060781,28,3rd quartile,Tamaulipas
34,2016,0.12510729,28,3rd quartile,Tamaulipas
37,2016,0.49651909,28,4th quartile,Tamaulipas
38,2016,0.097027063,28,3rd quartile,Tamaulipas
39,2016,-0.33918071,28,1st quartile,Tamaulipas
40,2016,-0.3201468,28,1st quartile,Tamaulipas
41,2016,0.034107447,28,2nd quartile,Tamaulipas
43,2016,0.23471975,28,4th quartile,Tamaulipas
1,2016,-0.048151255,29,2nd quartile,Tlaxcala
2,2016,0.15384293,29,3rd quartile,Tlaxcala
3,2016,-0.16269755,29,1st quartile,Tlaxcala
4,2016,-0.051909685,29,1st quartile,Tlaxcala
5,2016,0.053295612,29,2nd quartile,Tlaxcala
6,2016,0.22088552,29,4th quartile,Tlaxcala
8,2016,0.083673,29,3rd quartile,Tlaxcala
10,2016,0.092850924,29,3rd quartile,Tlaxcala
13,2016,0.18314648,29,3rd quartile,Tlaxcala
14,2016,0.1524353,29,3rd quartile,Tlaxcala
15,2016,0.13582754,29,3rd quartile,Tlaxcala
16,2016,0.023344517,29,2nd quartile,Tlaxcala
17,2016,0.3021853,29,4th quartile,Tlaxcala
18,2016,0.17275882,29,3rd quartile,Tlaxcala
19,2016,0.24766636,29,4th quartile,Tlaxcala
21,2016,0.02486968,29,2nd quartile,Tlaxcala
23,2016,0.19461131,29,3rd quartile,Tlaxcala
24,2016,0.11504078,29,3rd quartile,Tlaxcala
25,2016,0.30067825,29,4th quartile,Tlaxcala
26,2016,0.12108517,29,3rd quartile,Tlaxcala
27,2016,-0.10227466,29,1st quartile,Tlaxcala
28,2016,-0.041621685,29,2nd quartile,Tlaxcala
29,2016,0.092691183,29,3rd quartile,Tlaxcala
30,2016,0.026463509,29,2nd quartile,Tlaxcala
31,2016,0.10343933,29,3rd quartile,Tlaxcala
32,2016,-0.049853802,29,1st quartile,Tlaxcala
33,2016,-0.048287868,29,1st quartile,Tlaxcala
34,2016,0.17061114,29,3rd quartile,Tlaxcala
35,2016,0.45398855,29,4th quartile,Tlaxcala
36,2016,0.072282076,29,2nd quartile,Tlaxcala
37,2016,-0.11395288,29,1st quartile,Tlaxcala
38,2016,0.2557745,29,4th quartile,Tlaxcala
39,2016,0.2011013,29,3rd quartile,Tlaxcala
40,2016,0.093486071,29,3rd quartile,Tlaxcala
41,2016,0.08306551,29,3rd quartile,Tlaxcala
42,2016,0.13908005,29,3rd quartile,Tlaxcala
43,2016,0.16401672,29,3rd quartile,Tlaxcala
44,2016,0.021692991,29,2nd quartile,Tlaxcala
45,2016,0.25413132,29,4th quartile,Tlaxcala
46,2016,0.12192631,29,3rd quartile,Tlaxcala
48,2016,0.21397924,29,4th quartile,Tlaxcala
49,2016,-0.35139418,29,1st quartile,Tlaxcala
50,2016,0.023905516,29,2nd quartile,Tlaxcala
51,2016,0.36339855,29,4th quartile,Tlaxcala
53,2016,-0.019556522,29,2nd quartile,Tlaxcala
54,2016,-0.12021399,29,1st quartile,Tlaxcala
55,2016,-0.012322187,29,2nd quartile,Tlaxcala
56,2016,-0.041239262,29,2nd quartile,Tlaxcala
57,2016,-0.22388721,29,1st quartile,Tlaxcala
58,2016,0.36973453,29,4th quartile,Tlaxcala
59,2016,0.026891947,29,2nd quartile,Tlaxcala
60,2016,0.47364426,29,4th quartile,Tlaxcala
3,2016,0.28414249,30,4th quartile,Veracruz
9,2016,-0.035181999,30,2nd quartile,Veracruz
10,2016,-0.20056915,30,1st quartile,Veracruz
11,2016,0.19320488,30,3rd quartile,Veracruz
12,2016,0.59422398,30,4th quartile,Veracruz
15,2016,-0.06282568,30,1st quartile,Veracruz
16,2016,0.1913147,30,3rd quartile,Veracruz
21,2016,0.38460541,30,4th quartile,Veracruz
22,2016,0.23529696,30,4th quartile,Veracruz
23,2016,0.042108059,30,2nd quartile,Veracruz
24,2016,0.17304087,30,3rd quartile,Veracruz
25,2016,0.26134038,30,4th quartile,Veracruz
26,2016,0.18076444,30,3rd quartile,Veracruz
28,2016,0.094828129,30,3rd quartile,Veracruz
29,2016,-0.29412341,30,1st quartile,Veracruz
31,2016,-0.038897514,30,2nd quartile,Veracruz
34,2016,0.23792076,30,4th quartile,Veracruz
38,2016,-0.17177582,30,1st quartile,Veracruz
39,2016,0.15140653,30,3rd quartile,Veracruz
